%Door: Chris Geerse, 13 dec 2005
%Dit bestand gaat in principe uit van het bestand "Statistieken 01-01-1901 tot 31-12-1998 (Rob, 20-07-1999).txt".
%Daaraan zijn m.b.v. waterbase.nl en Dirk Vlag extra gegevens aan toegevoegd.
%
%
%DE VOLGENDE VARIABELEN WORDEN GEGEVEN:
%1 datum      01-01-1901     t/m   30-09-2005
%2 meerpeil   01-01-1976     t/m   30-09-2005     (geografisch) daggemiddelde IJsselmeer
%3 ql_d_g     01-01-1901     t/m   25-05-2005     gem. dagafvoer Lobith
%4 qo_d_g     01-01-1981     t/m   25-05-2005     gem. dagafvoer Olst
%
%Opmerking: hiaatwaarden worden weergegeven door negen negens, dus 999999999.
%
%
%BESCHRIJVING VAN DE VARIABELEN:
%
%1 datum         01-01-1901    t/m  30-09-2005
%Deze variabele heeft het formaat jjjjmmdd.
%
%
%2 meerpeil      01-01-1976    t/m  30-09-2005
%Eric's data:    01-01-1976    t/m  31-03-1995 zie Hydra-M deelrapport 2
%H. Oude Voshaar:01-04-1995    t/m  31-12-1998 werkzaam bij IJG, afd WSM (IJG was vroeger RDIJ)
%Dirk Vlag:      01-01-1999    t/m  30-09-2005 eveneens afkomstig van Harry Oude Voshaar
%
%Het meerpeil (d.w.z. centrum IJsselmeer) is als volgt bepaald:
%Eerst is voor de 8:00 uurswaarden het gewogen gemiddelde
%over 4 stations bepaald. Daarna is het gewogen gemiddelde bepaald voor
%de 20:00 uurswaarden. Dat levert dan twee getallen.
%Het gemiddelde van deze twee getallen vormt de waarde van het meerpeil.
%De gebruikte wegingsfactoren zijn:
%     Den Oever             0.215
%     Houtrib Noord         0.353
%     Lemmer                0.128
%     Kornwederzand Binnen  0.304
%Opmerking: in Eric's data komen geen hiaat-waarden voor;
%in Harry's data wel. De hiaatwaarden zijn vervangen door de hierna gegeven waarden:
%datum        hiaatwaarden  meerpeil na        omringende waarden
%                           interpolatie       
%19950709     999999999      -18               -19 * -17
%
%19951129     999999999      -40               -40 * * * * -40
%19951130     999999999      -40
%19951201     999999999      -40
%19951202     999999999      -40
%
%19951223     999999999      -40               -41 * -40
%19960219     999999999      -32               -29 * -36
%19960313     999999999      -40               -42 * -38
%19960323     999999999      -34               -35 * -33
%19960604     999999999      -16               -16 * -17
%19961107     999999999      -5                -10 * -1
%
%19970518     999999999      -14               -16 * * -13
%19970519     999999999      -14
%Hiaatwaarden komen niet voor in de door Dirk Vlag geleverde data.
%
%3 ql_d_g
%Gemiddelde dagafvoer Lobith (m3/s).
%
%Periode          01-01-1901     t/m    31-12-1998
%Deze gegevens komen uit de DONAR database (gedownload door Rob Lisman rond 20 juli 1999).
%Rob heeft steekproefsgewijs gecontroleerd dat deze data identiek zijn aan die in het spreadsheet van
%Bart Parmet (het Excel-bestand 01qlob98.xls van datum 08-01-1999).
%Overigens heeft Bart Parmet al eens vermeld dat zijn data uit DONAR komen.
%Er komen geen hiaat-waarden voor.
%
%periode      01-01-1999 t/m 25-05-2005
%Deze gegevens komen uit waterbase.nl (geen hiaatwaarden)
%
%
%4 qo_d_g     Gemiddelde dagafvoer Olst (m3/s).
%periode          01-01-1981 t/m 31-12-1998
%Deze gegevens komen uit de DONAR database (gedownload door Rob Lisman rond 20 juli 1999).
%Er komen in de genoemde periode geen hiaat-waarden voor.
%
%periode          01-01-1999 t/m 25-05-2005
%Deze gegevens komen uit waterbase.nl (geen hiaatwaarden)
%
%LET OP: DE KOLOMMEN ZIJN, MET NAME ONDERAAN, NIET ALTIJD NETJES UITGELIJND
%EN OOK NIET EVEN LANG
%                                                    
%datum        meerpeil         ql_d_g     qo_d_g
19611030     999999999          1787     999999999
19611031     999999999          1799     999999999
19611101     999999999          1717     999999999
19611102     999999999          1586     999999999
19611103     999999999          1495     999999999
19611104     999999999          1435     999999999
19611105     999999999          1385     999999999
19611106     999999999          1348     999999999
19611107     999999999          1335     999999999
19611108     999999999          1348     999999999
19611109     999999999          1362     999999999
19611110     999999999          1435     999999999
19611111     999999999          1545     999999999
19611112     999999999          1712     999999999
19611113     999999999          1891     999999999
19611114     999999999          1992     999999999
19611115     999999999          2082     999999999
19611116     999999999          2037     999999999
19611117     999999999          1947     999999999
19611118     999999999          1842     999999999
19611119     999999999          1755     999999999
19611120     999999999          1637     999999999
19611121     999999999          1550     999999999
19611122     999999999          1495     999999999
19611123     999999999          1410     999999999
19611124     999999999          1335     999999999
19611125     999999999          1325     999999999
19611126     999999999          1288     999999999
19611127     999999999          1279     999999999
19611128     999999999          1371     999999999
19611129     999999999          1450     999999999
19611130     999999999          1490     999999999
19611201     999999999          1586     999999999
19611202     999999999          1831     999999999
19611203     999999999          2260     999999999
19611204     999999999          2712     999999999
19611205     999999999          3086     999999999
19611206     999999999          3177     999999999
19611207     999999999          3200     999999999
19611208     999999999          3223     999999999
19611209     999999999          3124     999999999
19611210     999999999          2872     999999999
19611211     999999999          2566     999999999
19611212     999999999          2414     999999999
19611213     999999999          2450     999999999
19611214     999999999          2671     999999999
19611215     999999999          3578     999999999
19611216     999999999          4564     999999999
19611217     999999999          4965     999999999
19611218     999999999          4939     999999999
19611219     999999999          4491     999999999
19611220     999999999          3920     999999999
19611221     999999999          3369     999999999
19611222     999999999          3013     999999999
19611223     999999999          2788     999999999
19611224     999999999          2638     999999999
19611225     999999999          2490     999999999
19611226     999999999          2340     999999999
19611227     999999999          2182     999999999
19611228     999999999          2015     999999999
19611229     999999999          1908     999999999
19611230     999999999          1831     999999999
19611231     999999999          1831     999999999
19620101     999999999          1864     999999999
19620102     999999999          1836     999999999
19620103     999999999          1810     999999999
19620104     999999999          1831     999999999
19620105     999999999          1931     999999999
19620106     999999999          1958     999999999
19620107     999999999          1902     999999999
19620108     999999999          1826     999999999
19620109     999999999          1810     999999999
19620110     999999999          1799     999999999
19620111     999999999          1810     999999999
19620112     999999999          1908     999999999
19620113     999999999          2099     999999999
19620114     999999999          2382     999999999
19620115     999999999          2990     999999999
19620116     999999999          3930     999999999
19620117     999999999          4491     999999999
19620118     999999999          4699     999999999
19620119     999999999          4491     999999999
19620120     999999999          4022     999999999
19620121     999999999          3578     999999999
19620122     999999999          3302     999999999
19620123     999999999          3247     999999999
19620124     999999999          3279     999999999
19620125     999999999          3310     999999999
19620126     999999999          3395     999999999
19620127     999999999          3542     999999999
19620128     999999999          3653     999999999
19620129     999999999          3745     999999999
19620130     999999999          3880     999999999
19620131     999999999          3900     999999999
19620201     999999999          3745     999999999
19620202     999999999          3463     999999999
19620203     999999999          3185     999999999
19620204     999999999          2946     999999999
19620205     999999999          2802     999999999
19620206     999999999          2837     999999999
19620207     999999999          2975     999999999
19620208     999999999          3064     999999999
19620209     999999999          3239     999999999
19620210     999999999          3446     999999999
19620211     999999999          3421     999999999
19620212     999999999          3271     999999999
19620213     999999999          3200     999999999
19620214     999999999          3271     999999999
19620215     999999999          3850     999999999
19620216     999999999          4650     999999999
19620217     999999999          5017     999999999
19620218     999999999          5316     999999999
19620219     999999999          5429     999999999
19620220     999999999          5415     999999999
19620221     999999999          5259     999999999
19620222     999999999          4863     999999999
19620223     999999999          4340     999999999
19620224     999999999          3940     999999999
19620225     999999999          3607     999999999
19620226     999999999          3294     999999999
19620227     999999999          3071     999999999
19620228     999999999          2886     999999999
19620301     999999999          2705     999999999
19620302     999999999          2579     999999999
19620303     999999999          2470     999999999
19620304     999999999          2370     999999999
19620305     999999999          2284     999999999
19620306     999999999          2242     999999999
19620307     999999999          2182     999999999
19620308     999999999          2248     999999999
19620309     999999999          2490     999999999
19620310     999999999          2605     999999999
19620311     999999999          2534     999999999
19620312     999999999          2444     999999999
19620313     999999999          2457     999999999
19620314     999999999          2566     999999999
19620315     999999999          2638     999999999
19620316     999999999          2692     999999999
19620317     999999999          2658     999999999
19620318     999999999          2573     999999999
19620319     999999999          2426     999999999
19620320     999999999          2321     999999999
19620321     999999999          2248     999999999
19620322     999999999          2153     999999999
19620323     999999999          2066     999999999
19620324     999999999          2026     999999999
19620325     999999999          1975     999999999
19620326     999999999          1897     999999999
19620327     999999999          1864     999999999
19620328     999999999          1842     999999999
19620329     999999999          1799     999999999
19620330     999999999          1793     999999999
19620331     999999999          1864     999999999
19620401     999999999          2170     999999999
19620402     999999999          3607     999999999
19620403     999999999          4939     999999999
19620404     999999999          5636     999999999
19620405     999999999          5774     999999999
19620406     999999999          5621     999999999
19620407     999999999          5219     999999999
19620408     999999999          5316     999999999
19620409     999999999          5444     999999999
19620410     999999999          5712     999999999
19620411     999999999          5591     999999999
19620412     999999999          5108     999999999
19620413     999999999          4625     999999999
19620414     999999999          4284     999999999
19620415     999999999          3950     999999999
19620416     999999999          3653     999999999
19620417     999999999          3489     999999999
19620418     999999999          3404     999999999
19620419     999999999          3578     999999999
19620420     999999999          3578     999999999
19620421     999999999          3360     999999999
19620422     999999999          3223     999999999
19620423     999999999          3147     999999999
19620424     999999999          3005     999999999
19620425     999999999          2893     999999999
19620426     999999999          2809     999999999
19620427     999999999          2739     999999999
19620428     999999999          2685     999999999
19620429     999999999          2638     999999999
19620430     999999999          2605     999999999
19620501     999999999          2579     999999999
19620502     999999999          2547     999999999
19620503     999999999          2508     999999999
19620504     999999999          2457     999999999
19620505     999999999          2401     999999999
19620506     999999999          2352     999999999
19620507     999999999          2296     999999999
19620508     999999999          2248     999999999
19620509     999999999          2248     999999999
19620510     999999999          2218     999999999
19620511     999999999          2224     999999999
19620512     999999999          2302     999999999
19620513     999999999          2401     999999999
19620514     999999999          2490     999999999
19620515     999999999          2534     999999999
19620516     999999999          2520     999999999
19620517     999999999          2496     999999999
19620518     999999999          2483     999999999
19620519     999999999          2573     999999999
19620520     999999999          2678     999999999
19620521     999999999          2746     999999999
19620522     999999999          2916     999999999
19620523     999999999          3093     999999999
19620524     999999999          3101     999999999
19620525     999999999          3020     999999999
19620526     999999999          2908     999999999
19620527     999999999          2809     999999999
19620528     999999999          2692     999999999
19620529     999999999          2625     999999999
19620530     999999999          2579     999999999
19620531     999999999          2560     999999999
19620601     999999999          2520     999999999
19620602     999999999          2483     999999999
19620603     999999999          2432     999999999
19620604     999999999          2358     999999999
19620605     999999999          2321     999999999
19620606     999999999          2426     999999999
19620607     999999999          2514     999999999
19620608     999999999          2502     999999999
19620609     999999999          2426     999999999
19620610     999999999          2346     999999999
19620611     999999999          2254     999999999
19620612     999999999          2182     999999999
19620613     999999999          2129     999999999
19620614     999999999          2076     999999999
19620615     999999999          2009     999999999
19620616     999999999          1970     999999999
19620617     999999999          1936     999999999
19620618     999999999          1897     999999999
19620619     999999999          1920     999999999
19620620     999999999          1958     999999999
19620621     999999999          1958     999999999
19620622     999999999          1936     999999999
19620623     999999999          1953     999999999
19620624     999999999          1953     999999999
19620625     999999999          1925     999999999
19620626     999999999          1931     999999999
19620627     999999999          1920     999999999
19620628     999999999          1902     999999999
19620629     999999999          1891     999999999
19620630     999999999          1880     999999999
19620701     999999999          1869     999999999
19620702     999999999          1859     999999999
19620703     999999999          1864     999999999
19620704     999999999          1864     999999999
19620705     999999999          1848     999999999
19620706     999999999          1848     999999999
19620707     999999999          1836     999999999
19620708     999999999          1793     999999999
19620709     999999999          1761     999999999
19620710     999999999          1755     999999999
19620711     999999999          1728     999999999
19620712     999999999          1712     999999999
19620713     999999999          1695     999999999
19620714     999999999          1689     999999999
19620715     999999999          1658     999999999
19620716     999999999          1663     999999999
19620717     999999999          1695     999999999
19620718     999999999          1723     999999999
19620719     999999999          1755     999999999
19620720     999999999          1787     999999999
19620721     999999999          1815     999999999
19620722     999999999          1836     999999999
19620723     999999999          1815     999999999
19620724     999999999          1761     999999999
19620725     999999999          1695     999999999
19620726     999999999          1647     999999999
19620727     999999999          1663     999999999
19620728     999999999          1621     999999999
19620729     999999999          1571     999999999
19620730     999999999          1520     999999999
19620731     999999999          1500     999999999
19620801     999999999          1490     999999999
19620802     999999999          1455     999999999
19620803     999999999          1440     999999999
19620804     999999999          1440     999999999
19620805     999999999          1435     999999999
19620806     999999999          1450     999999999
19620807     999999999          1480     999999999
19620808     999999999          1520     999999999
19620809     999999999          1500     999999999
19620810     999999999          1505     999999999
19620811     999999999          1520     999999999
19620812     999999999          1555     999999999
19620813     999999999          1550     999999999
19620814     999999999          1540     999999999
19620815     999999999          1530     999999999
19620816     999999999          1510     999999999
19620817     999999999          1495     999999999
19620818     999999999          1505     999999999
19620819     999999999          1505     999999999
19620820     999999999          1455     999999999
19620821     999999999          1430     999999999
19620822     999999999          1415     999999999
19620823     999999999          1405     999999999
19620824     999999999          1385     999999999
19620825     999999999          1405     999999999
19620826     999999999          1460     999999999
19620827     999999999          1490     999999999
19620828     999999999          1490     999999999
19620829     999999999          1445     999999999
19620830     999999999          1395     999999999
19620831     999999999          1352     999999999
19620901     999999999          1321     999999999
19620902     999999999          1298     999999999
19620903     999999999          1255     999999999
19620904     999999999          1241     999999999
19620905     999999999          1206     999999999
19620906     999999999          1181     999999999
19620907     999999999          1210     999999999
19620908     999999999          1255     999999999
19620909     999999999          1298     999999999
19620910     999999999          1325     999999999
19620911     999999999          1362     999999999
19620912     999999999          1352     999999999
19620913     999999999          1335     999999999
19620914     999999999          1303     999999999
19620915     999999999          1250     999999999
19620916     999999999          1219     999999999
19620917     999999999          1172     999999999
19620918     999999999          1153     999999999
19620919     999999999          1140     999999999
19620920     999999999          1132     999999999
19620921     999999999          1136     999999999
19620922     999999999          1158     999999999
19620923     999999999          1191     999999999
19620924     999999999          1167     999999999
19620925     999999999          1172     999999999
19620926     999999999          1145     999999999
19620927     999999999          1115     999999999
19620928     999999999          1092     999999999
19620929     999999999          1101     999999999
19620930     999999999          1097     999999999
19621001     999999999          1070     999999999
19621002     999999999          1048     999999999
19621003     999999999          1052     999999999
19621004     999999999          1035     999999999
19621005     999999999          1016     999999999
19621006     999999999          1002     999999999
19621007     999999999           984     999999999
19621008     999999999           962     999999999
19621009     999999999           962     999999999
19621010     999999999           976     999999999
19621011     999999999           969     999999999
19621012     999999999           946     999999999
19621013     999999999           928     999999999
19621014     999999999           933     999999999
19621015     999999999           920     999999999
19621016     999999999           924     999999999
19621017     999999999           920     999999999
19621018     999999999           908     999999999
19621019     999999999           902     999999999
19621020     999999999           887     999999999
19621021     999999999           895     999999999
19621022     999999999           883     999999999
19621023     999999999           887     999999999
19621024     999999999           887     999999999
19621025     999999999           880     999999999
19621026     999999999           880     999999999
19621027     999999999           875     999999999
19621028     999999999           895     999999999
19621029     999999999           866     999999999
19621030     999999999           862     999999999
19621031     999999999           870     999999999
19621101     999999999           880     999999999
19621102     999999999           858     999999999
19621103     999999999           854     999999999
19621104     999999999           866     999999999
19621105     999999999           858     999999999
19621106     999999999           854     999999999
19621107     999999999           850     999999999
19621108     999999999           846     999999999
19621109     999999999           834     999999999
19621110     999999999           834     999999999
19621111     999999999           822     999999999
19621112     999999999           822     999999999
19621113     999999999           818     999999999
19621114     999999999           826     999999999
19621115     999999999           842     999999999
19621116     999999999           846     999999999
19621117     999999999           830     999999999
19621118     999999999           834     999999999
19621119     999999999           826     999999999
19621120     999999999           854     999999999
19621121     999999999           858     999999999
19621122     999999999           846     999999999
19621123     999999999           838     999999999
19621124     999999999           834     999999999
19621125     999999999           842     999999999
19621126     999999999           834     999999999
19621127     999999999           842     999999999
19621128     999999999           846     999999999
19621129     999999999           862     999999999
19621130     999999999           850     999999999
19621201     999999999           870     999999999
19621202     999999999           887     999999999
19621203     999999999           866     999999999
19621204     999999999           862     999999999
19621205     999999999           854     999999999
19621206     999999999           838     999999999
19621207     999999999           810     999999999
19621208     999999999           814     999999999
19621209     999999999           822     999999999
19621210     999999999           822     999999999
19621211     999999999           814     999999999
19621212     999999999           846     999999999
19621213     999999999           933     999999999
19621214     999999999          1026     999999999
19621215     999999999          1083     999999999
19621216     999999999          1206     999999999
19621217     999999999          1535     999999999
19621218     999999999          1992     999999999
19621219     999999999          2242     999999999
19621220     999999999          2333     999999999
19621221     999999999          2407     999999999
19621222     999999999          2284     999999999
19621223     999999999          2093     999999999
19621224     999999999          1914     999999999
19621225     999999999          1750     999999999
19621226     999999999          1642     999999999
19621227     999999999          1560     999999999
19621228     999999999          1455     999999999
19621229     999999999          1340     999999999
19621230     999999999          1260     999999999
19621231     999999999          1172     999999999
19630101     999999999          1107     999999999
19630102     999999999          1107     999999999
19630103     999999999          1157     999999999
19630104     999999999          1089     999999999
19630105     999999999          1089     999999999
19630106     999999999          1094     999999999
19630107     999999999          1115     999999999
19630108     999999999          1120     999999999
19630109     999999999          1208     999999999
19630110     999999999          1294     999999999
19630111     999999999          1299     999999999
19630112     999999999          1298     999999999
19630113     999999999          1140     999999999
19630114     999999999          1079     999999999
19630115     999999999          1029     999999999
19630116     999999999           999     999999999
19630117     999999999           989     999999999
19630118     999999999           967     999999999
19630119     999999999           940     999999999
19630120     999999999           857     999999999
19630121     999999999           737     999999999
19630122     999999999           670     999999999
19630123     999999999           665     999999999
19630124     999999999           745     999999999
19630125     999999999           810     999999999
19630126     999999999           877     999999999
19630127     999999999           928     999999999
19630128     999999999           930     999999999
19630129     999999999           935     999999999
19630130     999999999           905     999999999
19630131     999999999           930     999999999
19630201     999999999           920     999999999
19630202     999999999           837     999999999
19630203     999999999           792     999999999
19630204     999999999           780     999999999
19630205     999999999           785     999999999
19630206     999999999           755     999999999
19630207     999999999           750     999999999
19630208     999999999           742     999999999
19630209     999999999           771     999999999
19630210     999999999           771     999999999
19630211     999999999           810     999999999
19630212     999999999           818     999999999
19630213     999999999           810     999999999
19630214     999999999           755     999999999
19630215     999999999           767     999999999
19630216     999999999           780     999999999
19630217     999999999           790     999999999
19630218     999999999           802     999999999
19630219     999999999           785     999999999
19630220     999999999           785     999999999
19630221     999999999           828     999999999
19630222     999999999           892     999999999
19630223     999999999           909     999999999
19630224     999999999           876     999999999
19630225     999999999           837     999999999
19630226     999999999           823     999999999
19630227     999999999           828     999999999
19630228     999999999           818     999999999
19630301     999999999           798     999999999
19630302     999999999           794     999999999
19630303     999999999           794     999999999
19630304     999999999           775     999999999
19630305     999999999           798     999999999
19630306     999999999           823     999999999
19630307     999999999           876     999999999
19630308     999999999           967     999999999
19630309     999999999          1070     999999999
19630310     999999999          1432     999999999
19630311     999999999          2043     999999999
19630312     999999999          2719     999999999
19630313     999999999          3137     999999999
19630314     999999999          3466     999999999
19630315     999999999          3607     999999999
19630316     999999999          3598     999999999
19630317     999999999          3524     999999999
19630318     999999999          3359     999999999
19630319     999999999          3197     999999999
19630320     999999999          3159     999999999
19630321     999999999          3309     999999999
19630322     999999999          3498     999999999
19630323     999999999          3573     999999999
19630324     999999999          3442     999999999
19630325     999999999          3137     999999999
19630326     999999999          2867     999999999
19630327     999999999          2614     999999999
19630328     999999999          2444     999999999
19630329     999999999          2372     999999999
19630330     999999999          2470     999999999
19630331     999999999          2565     999999999
19630401     999999999          2677     999999999
19630402     999999999          2768     999999999
19630403     999999999          2956     999999999
19630404     999999999          3053     999999999
19630405     999999999          2986     999999999
19630406     999999999          2888     999999999
19630407     999999999          2733     999999999
19630408     999999999          2524     999999999
19630409     999999999          2398     999999999
19630410     999999999          2296     999999999
19630411     999999999          2164     999999999
19630412     999999999          2107     999999999
19630413     999999999          2071     999999999
19630414     999999999          2095     999999999
19630415     999999999          2200     999999999
19630416     999999999          2425     999999999
19630417     999999999          2477     999999999
19630418     999999999          2477     999999999
19630419     999999999          2366     999999999
19630420     999999999          2263     999999999
19630421     999999999          2206     999999999
19630422     999999999          2187     999999999
19630423     999999999          2176     999999999
19630424     999999999          2146     999999999
19630425     999999999          2083     999999999
19630426     999999999          2013     999999999
19630427     999999999          1967     999999999
19630428     999999999          1955     999999999
19630429     999999999          1979     999999999
19630430     999999999          2007     999999999
19630501     999999999          2019     999999999
19630502     999999999          2007     999999999
19630503     999999999          1991     999999999
19630504     999999999          2007     999999999
19630505     999999999          2025     999999999
19630506     999999999          2013     999999999
19630507     999999999          2054     999999999
19630508     999999999          2107     999999999
19630509     999999999          2134     999999999
19630510     999999999          2095     999999999
19630511     999999999          2054     999999999
19630512     999999999          1979     999999999
19630513     999999999          1921     999999999
19630514     999999999          1927     999999999
19630515     999999999          1938     999999999
19630516     999999999          1910     999999999
19630517     999999999          1882     999999999
19630518     999999999          1872     999999999
19630519     999999999          1904     999999999
19630520     999999999          1938     999999999
19630521     999999999          2007     999999999
19630522     999999999          2043     999999999
19630523     999999999          2013     999999999
19630524     999999999          1955     999999999
19630525     999999999          1915     999999999
19630526     999999999          1861     999999999
19630527     999999999          1798     999999999
19630528     999999999          1782     999999999
19630529     999999999          1746     999999999
19630530     999999999          1710     999999999
19630531     999999999          1663     999999999
19630601     999999999          1653     999999999
19630602     999999999          1658     999999999
19630603     999999999          1668     999999999
19630604     999999999          1688     999999999
19630605     999999999          1678     999999999
19630606     999999999          1673     999999999
19630607     999999999          1668     999999999
19630608     999999999          1700     999999999
19630609     999999999          1725     999999999
19630610     999999999          1767     999999999
19630611     999999999          1877     999999999
19630612     999999999          1967     999999999
19630613     999999999          2060     999999999
19630614     999999999          2101     999999999
19630615     999999999          2152     999999999
19630616     999999999          2302     999999999
19630617     999999999          2347     999999999
19630618     999999999          2333     999999999
19630619     999999999          2463     999999999
19630620     999999999          2524     999999999
19630621     999999999          2463     999999999
19630622     999999999          2425     999999999
19630623     999999999          2379     999999999
19630624     999999999          2353     999999999
19630625     999999999          2360     999999999
19630626     999999999          2431     999999999
19630627     999999999          2470     999999999
19630628     999999999          2451     999999999
19630629     999999999          2470     999999999
19630630     999999999          2425     999999999
19630701     999999999          2347     999999999
19630702     999999999          2289     999999999
19630703     999999999          2276     999999999
19630704     999999999          2244     999999999
19630705     999999999          2238     999999999
19630706     999999999          2238     999999999
19630707     999999999          2238     999999999
19630708     999999999          2187     999999999
19630709     999999999          2170     999999999
19630710     999999999          2146     999999999
19630711     999999999          2089     999999999
19630712     999999999          2077     999999999
19630713     999999999          2019     999999999
19630714     999999999          1991     999999999
19630715     999999999          1910     999999999
19630716     999999999          1887     999999999
19630717     999999999          1898     999999999
19630718     999999999          1872     999999999
19630719     999999999          1824     999999999
19630720     999999999          1792     999999999
19630721     999999999          1735     999999999
19630722     999999999          1694     999999999
19630723     999999999          1663     999999999
19630724     999999999          1637     999999999
19630725     999999999          1637     999999999
19630726     999999999          1612     999999999
19630727     999999999          1566     999999999
19630728     999999999          1511     999999999
19630729     999999999          1501     999999999
19630730     999999999          1516     999999999
19630731     999999999          1566     999999999
19630801     999999999          1556     999999999
19630802     999999999          1496     999999999
19630803     999999999          1457     999999999
19630804     999999999          1427     999999999
19630805     999999999          1392     999999999
19630806     999999999          1373     999999999
19630807     999999999          1363     999999999
19630808     999999999          1353     999999999
19630809     999999999          1368     999999999
19630810     999999999          1387     999999999
19630811     999999999          1432     999999999
19630812     999999999          1457     999999999
19630813     999999999          1452     999999999
19630814     999999999          1422     999999999
19630815     999999999          1383     999999999
19630816     999999999          1373     999999999
19630817     999999999          1397     999999999
19630818     999999999          1402     999999999
19630819     999999999          1392     999999999
19630820     999999999          1521     999999999
19630821     999999999          1612     999999999
19630822     999999999          1643     999999999
19630823     999999999          1715     999999999
19630824     999999999          1892     999999999
19630825     999999999          1915     999999999
19630826     999999999          1944     999999999
19630827     999999999          2095     999999999
19630828     999999999          2276     999999999
19630829     999999999          2321     999999999
19630830     999999999          2213     999999999
19630831     999999999          2083     999999999
19630901     999999999          2082     999999999
19630902     999999999          2087     999999999
19630903     999999999          2071     999999999
19630904     999999999          2003     999999999
19630905     999999999          1925     999999999
19630906     999999999          1854     999999999
19630907     999999999          1815     999999999
19630908     999999999          1766     999999999
19630909     999999999          1717     999999999
19630910     999999999          1723     999999999
19630911     999999999          1766     999999999
19630912     999999999          1799     999999999
19630913     999999999          1854     999999999
19630914     999999999          1836     999999999
19630915     999999999          1782     999999999
19630916     999999999          1745     999999999
19630917     999999999          1712     999999999
19630918     999999999          1673     999999999
19630919     999999999          1637     999999999
19630920     999999999          1586     999999999
19630921     999999999          1550     999999999
19630922     999999999          1485     999999999
19630923     999999999          1425     999999999
19630924     999999999          1410     999999999
19630925     999999999          1415     999999999
19630926     999999999          1450     999999999
19630927     999999999          1480     999999999
19630928     999999999          1525     999999999
19630929     999999999          1545     999999999
19630930     999999999          1550     999999999
19631001     999999999          1586     999999999
19631002     999999999          1602     999999999
19631003     999999999          1581     999999999
19631004     999999999          1561     999999999
19631005     999999999          1511     999999999
19631006     999999999          1496     999999999
19631007     999999999          1521     999999999
19631008     999999999          1607     999999999
19631009     999999999          1694     999999999
19631010     999999999          1839     999999999
19631011     999999999          2054     999999999
19631012     999999999          2244     999999999
19631013     999999999          2296     999999999
19631014     999999999          2140     999999999
19631015     999999999          1961     999999999
19631016     999999999          1872     999999999
19631017     999999999          1777     999999999
19631018     999999999          1700     999999999
19631019     999999999          1648     999999999
19631020     999999999          1597     999999999
19631021     999999999          1531     999999999
19631022     999999999          1506     999999999
19631023     999999999          1452     999999999
19631024     999999999          1392     999999999
19631025     999999999          1338     999999999
19631026     999999999          1334     999999999
19631027     999999999          1286     999999999
19631028     999999999          1256     999999999
19631029     999999999          1251     999999999
19631030     999999999          1246     999999999
19631031     999999999          1213     999999999
19631101     999999999          1195     999999999
19631102     999999999          1166     999999999
19631103     999999999          1145     999999999
19631104     999999999          1120     999999999
19631105     999999999          1079     999999999
19631106     999999999          1079     999999999
19631107     999999999          1070     999999999
19631108     999999999          1103     999999999
19631109     999999999          1199     999999999
19631110     999999999          1213     999999999
19631111     999999999          1218     999999999
19631112     999999999          1324     999999999
19631113     999999999          1477     999999999
19631114     999999999          1643     999999999
19631115     999999999          1814     999999999
19631116     999999999          2025     999999999
19631117     999999999          2152     999999999
19631118     999999999          2289     999999999
19631119     999999999          2510     999999999
19631120     999999999          2733     999999999
19631121     999999999          3152     999999999
19631122     999999999          3815     999999999
19631123     999999999          4655     999999999
19631124     999999999          5190     999999999
19631125     999999999          5204     999999999
19631126     999999999          4705     999999999
19631127     999999999          4002     999999999
19631128     999999999          3515     999999999
19631129     999999999          3189     999999999
19631130     999999999          2971     999999999
19631201     999999999          2789     999999999
19631202     999999999          2565     999999999
19631203     999999999          2379     999999999
19631204     999999999          2251     999999999
19631205     999999999          2123     999999999
19631206     999999999          2007     999999999
19631207     999999999          1921     999999999
19631208     999999999          1844     999999999
19631209     999999999          1767     999999999
19631210     999999999          1715     999999999
19631211     999999999          1658     999999999
19631212     999999999          1592     999999999
19631213     999999999          1561     999999999
19631214     999999999          1531     999999999
19631215     999999999          1501     999999999
19631216     999999999          1472     999999999
19631217     999999999          1467     999999999
19631218     999999999          1402     999999999
19631219     999999999          1334     999999999
19631220     999999999          1309     999999999
19631221     999999999          1290     999999999
19631222     999999999          1271     999999999
19631223     999999999          1228     999999999
19631224     999999999          1223     999999999
19631225     999999999          1203     999999999
19631226     999999999          1171     999999999
19631227     999999999          1145     999999999
19631228     999999999          1161     999999999
19631229     999999999          1203     999999999
19631230     999999999          1161     999999999
19631231     999999999          1140     999999999
19640101     999999999          1103     999999999
19640102     999999999          1072     999999999
19640103     999999999          1055     999999999
19640104     999999999          1077     999999999
19640105     999999999          1055     999999999
19640106     999999999          1032     999999999
19640107     999999999          1027     999999999
19640108     999999999          1018     999999999
19640109     999999999          1000     999999999
19640110     999999999          1023     999999999
19640111     999999999          1055     999999999
19640112     999999999          1027     999999999
19640113     999999999           996     999999999
19640114     999999999           968     999999999
19640115     999999999           951     999999999
19640116     999999999           955     999999999
19640117     999999999           996     999999999
19640118     999999999          1037     999999999
19640119     999999999          1095     999999999
19640120     999999999          1023     999999999
19640121     999999999           982     999999999
19640122     999999999           946     999999999
19640123     999999999           942     999999999
19640124     999999999           928     999999999
19640125     999999999           937     999999999
19640126     999999999           915     999999999
19640127     999999999           910     999999999
